"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Estonia","EST","GDP (current US$)","NY.GDP.MKTP.CD","5694069842.43988","6259257899.91943","7372457379.67411","9877636630.53297","12144397515.528","14098326078.8459","17012322167.8585","22445583082.398","24371299252.9662","19744110864.1289","19693608289.0773","23391530006.3166","23192708981.8446","25271406707.566","26773473625.1921","23048864242.6072","24259552888.9717","26951648828.5789","30631142226.8533","31471100656.2431","",
"Ethiopia","ETH","GDP (current US$)","NY.GDP.MKTP.CD","8242392103.68061","8231326016.47494","7850809498.16803","8623691300.04079","10131187261.4421","12401139453.9738","15280861834.6024","19707616772.7996","27066912635.2228","32437389116.038","29933790334.3418","31952763089.33","43310721414.0829","47648211133.2183","55612228233.5179","64589334978.8013","74296618481.0882","81770791970.982","84269348327.3454","95912590628.1412","",
"European Union","EUU","GDP (current US$)","NY.GDP.MKTP.CD","7259892617357.25","7387730549105.68","8049791025743.29","9912163142683.4","11399525267353.7","11905795335412.1","12703637408891.9","14711331737881.6","16237754076873.5","14710262893228","14544075622068.1","15744157300202.9","14636296706794.8","15293400915549.8","15632613367402.2","13545081361696.3","13886845315710.6","14758432346844.8","15965026482630.7","15626448476438.3","",
"Fragile and conflict affected situations","FCS","GDP (current US$)","NY.GDP.MKTP.CD","412071314412.558","407655075505.102","391543851502.191","416730134398.145","518797637650.981","649000784696.811","806143150767.337","981220334496.591","1264525234630.55","1193831251702.82","1430217427154.33","1453117436183.71","1678806401944.62","1763713251391.59","1923217210047.71","1726905458298.12","1550706828001.58","1569590877815.66","1698248056693.35","1778456492418.56","",
"Finland","FIN","GDP (current US$)","NY.GDP.MKTP.CD","125706651925.557","129421029082.774","139738377564.465","171274266365.688","197116960516.514","204809103345.355","216907539831.891","256052559540.104","284553976856.599","252496526813.004","249181190476.369","275243697751.011","258304834621.605","271285280621.373","274497230802.958","234440080998.273","240607907010.383","255232257243.53","275946554578.823","269296310180.392","",
"Fiji","FJI","GDP (current US$)","NY.GDP.MKTP.CD","1684109743.49338","1660102345.60309","1842691481.09196","2315935752.71653","2727507212.92556","3006725014.78415","3102741451.01664","3405050611.68726","3523185919.55826","2870624635.68032","3140508835.9485","3774530615.65916","3972012570.53467","4190143206.25611","4856963251.97477","4682546881.15833","4930204219.71304","5353404418.66413","5581393120.62853","5496250694.31587","",
"France","FRA","GDP (current US$)","NY.GDP.MKTP.CD","1362248940482.77","1376465324384.79","1494286655373.61","1840480812641.08","2115742488204.62","2196126103718.44","2318593651988.46","2657213249384.07","2918382891460.38","2690222283967.77","2642609548930.36","2861408170264.6","2683825225092.63","2811077725703.59","2852165760630.27","2438207896251.84","2471285607081.72","2595151045197.65","2787863958885.49","2715518274227.45","",
"Faroe Islands","FRO","GDP (current US$)","NY.GDP.MKTP.CD","1058702725.4395","1147654635.45922","1262669892.4595","1494011567.01125","1688237552.36935","1727792692.89133","1984445416.02206","2290133548.87301","2432415998.11695","2268387770.71014","2320424601.26954","2490807830.57351","2366301251.61847","2627049837.08135","2850743875.2784","2518096285.61661","2738832687.13698","2905102303.5333","3116887847.21122","","",
"Micronesia, Fed. Sts.","FSM","GDP (current US$)","NY.GDP.MKTP.CD","233271800","240970900","242517200","245432900","240236000","250281900","253541900","256787200","263145100","280284600","296944100","311301600","327248700","317214400","319271200","316489900","332265200","366666800","401932300","","",
"Gabon","GAB","GDP (current US$)","NY.GDP.MKTP.CD","5067865320.7979","5023265365.25169","5335451307.54323","6511903657.44009","7770219479.72648","9582783318.3881","10327598800.6713","12455410055.7483","15571349775.7848","12113699660.6799","14372591916.4792","18210308748.2912","17170465294.0332","17595745653.3676","18203968001.8908","14383107714.0388","14023890620.3384","14929488770.7315","16862282413.8778","16874450215.1351","",
"United Kingdom","GBR","GDP (current US$)","NY.GDP.MKTP.CD","1657816613708.58","1640246149417.01","1784473920863.31","2053018775510.2","2416931526913.22","2538680000000","2713749770009.2","3100882352941.18","2922667279411.76","2410909799034.12","2475244321361.11","2659310054646.23","2704887678386.72","2786022872706.81","3063803240208.01","2928591002002.51","2694283209613.29","2666229179958.01","2860667727551.97","2829108219165.8","",
"Georgia","GEO","GDP (current US$)","NY.GDP.MKTP.CD","3057475288.78105","3219488663.77231","3395728013.84524","3991284895.37214","5125365191.98664","6410823633.25426","7745394293.41721","10172882370.5477","12795076469.0099","10766836276.5639","12243505582.6741","15107441446.7833","16488403076.3641","17189551520.9811","17627003454.7205","14953950557.4406","15141758566.7808","16242916915.7203","17599700090.762","17477255545.6705","",
"Ghana","GHA","GDP (current US$)","NY.GDP.MKTP.CD","4983024408.14828","5314909953.92992","6166330136.2948","7632406552.83803","8881368538.07671","10744675209.8984","20440893017.1566","24827844949.6033","28678701891.0957","26048108185.0534","32197272797.2028","39337314809.9434","41270954737.2459","62405374785.5052","53660342159.7735","48564863888.4402","55009730600.0307","58998132329.6173","65556464048.1539","66983634223.943","",
"Gibraltar","GIB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (current US$)","NY.GDP.MKTP.CD","2995360969.16199","2829435956.51563","2950198648.95191","3446441698.00738","3635458132.65317","2937071767.25576","4220019242.74824","6281917655.90249","6964179193.84418","6716904568.76482","6853467857.61127","6785137172.77058","7638045254.42864","8376613843.27265","8778473614.54728","8794202443.67366","8595955581.21787","10324668266.5921","10907214993.5687","12296665331.192","",
"Gambia, The","GMB","GDP (current US$)","NY.GDP.MKTP.CD","782915402.421095","687408804.630527","578236035.104279","487038821.611959","961900106.892751","1027702254.38664","1054113426.70947","1279704744.82781","1561763437.0325","1450140385.97229","1543292392.54605","1409694553.90934","1415006238.09509","1375608956.10386","1229460601.92174","1378176868.31568","1484579844.37143","1504909753.28746","1670670668.5939","1826073739.82522","",
"Guinea-Bissau","GNB","GDP (current US$)","NY.GDP.MKTP.CD","370173838.651652","392621385.894576","417806667.07798","477458598.710737","532062927.382438","587029054.444652","592365688.05204","696910810.918663","868154708.520179","830126469.986608","849878424.225986","1099818651.98114","989271229.637162","1046087417.96916","1054915645.19654","1048229629.42039","1179004941.22904","1350177127.5523","1458868241.85588","1339449165.48759","",
"Equatorial Guinea","GNQ","GDP (current US$)","NY.GDP.MKTP.CD","1045998496.43872","1461139022.02954","1806742742.27311","2484745935.09329","4410764338.66733","8217369092.65224","10086528698.8604","13071718758.7373","19749893536.3204","15027795173.2187","16314442183.3477","21357344847.4966","22388345810.2466","21948835350.3425","21765454404.421","13185496836.4124","11240809132.4145","12200914929.5961","13278488567.3058","11026774945.3415","",
"Greece","GRC","GDP (current US$)","NY.GDP.MKTP.CD","130133845586.88","136191353914.989","153830946734.425","201924269751.693","240521261484.976","247783002114.165","273317736795.885","318497937311.799","354460802695.181","330000251458.739","299361576293.332","287797821676.138","245670666767.533","239862011051.781","237029578730.029","196591353872.132","195222443844.783","203588424740.3","218138367208.799","209852761132.839","",
"Grenada","GRD","GDP (current US$)","NY.GDP.MKTP.CD","520044370.37037","520444185.185185","540336925.925926","591018407.407407","599118592.592593","695555555.555555","698700666.666667","758683592.592593","825976037.037037","771275555.555555","771013259.259259","778655925.925926","799882259.259259","842620111.111111","911497407.407407","997007925.925926","1061631222.22222","1125685185.18519","1168696296.2963","1210603703.7037","",
"Greenland","GRL","GDP (current US$)","NY.GDP.MKTP.CD","1068030829.75591","1086172922.57413","1169138789.31435","1558753434.43083","1822486688.58807","1849805732.96203","2013099482.07439","2249811708.94796","2499107510.64122","2529948329.57153","2503156060.52524","2684467375.71479","2609667673.71601","2684952726.88425","2842048997.77283","2499115623.00272","2707146783.13056","2826651925.66902","3051626389.63671","","",
"Guatemala","GTM","GDP (current US$)","NY.GDP.MKTP.CD","19288827158.9035","18702802522.0777","20776403774.1156","21917430694.2538","23965275794.3749","27211377107.3763","30231249625.1282","34113107372.317","39136436613.7566","37733609794.6481","41338008612.7727","47654783851.8252","50388460924.7345","52996540576.3161","57852399705.1292","62186186575.7433","66053725049.0138","71612352644.9734","73118147941.2704","76710355347.0968","",
"Guam","GUM","GDP (current US$)","NY.GDP.MKTP.CD","","","3385000000","3560000000","3857000000","4197000000","4213000000","4375000000","4621000000","4781000000","4895000000","4928000000","5199000000","5336000000","5538000000","5710000000","5795000000","5851000000","5920000000","","",
"Guyana","GUY","GDP (current US$)","NY.GDP.MKTP.CD","712667896.727512","712167575.624277","726131434.715338","743064076.794567","787814379.183843","824880550.343965","2379818382.99241","2730968913.75051","3025189399.27802","3165661864.67271","3432913353.15303","3691384743.46563","4063090015.91812","4167801802.58255","4127664335.82693","4279840361.74334","4482697336.56174","4748174334.14044","4787635821.28928","5173759527.57794","",
"High income","HIC","GDP (current US$)","NY.GDP.MKTP.CD","27650770374936.6","27392718458251.5","28554305656741.2","32016046336009.3","35650217177828.5","37727652551316","39867880300191.1","43642947192677.8","46410909813785.8","43504219646648.3","45585671488087.1","49211742295134.1","49262520032118.8","49886888092442.7","50986874848795","48169284431931.2","49181225871698.4","51468319156973.6","54656884279246.1","55140634994666.2","",
"Hong Kong SAR, China","HKG","GDP (current US$)","NY.GDP.MKTP.CD","171668164082.555","169403241524.337","166349228737.386","161384522525.299","169099768875.193","181570082162.19","193536265094.364","211597405593.868","219279678430.164","214046415026.187","228637697575.04","248513617677.287","262629441493.476","275696879834.966","291459356985.337","309383627028.561","320837638328.846","341244161576.759","361696880780.762","365711532816.907","",
"Honduras","HND","GDP (current US$)","NY.GDP.MKTP.CD","7103507989.05044","7651174661.42872","7858235333.4834","8230387552.2259","8869311410.95131","9757034456.7578","10917481688.4711","12361257680.5627","13881701033.6546","14587496229.1811","15839344591.9842","17710315005.9999","18528601901.324","18499710127.8385","19756494434.7031","20979767785.2104","21717622071.3816","23136232229.6069","24024189735.8876","25095395475.0393","",
"Heavily indebted poor countries (HIPC)","HPC","GDP (current US$)","NY.GDP.MKTP.CD","169208402098.374","161720736406.885","173730784489.282","197095154673.359","226372231553.705","258319897190.522","306651037101.403","366214796876.077","441915410870.583","448511321762.95","490275634951.426","546434357935.128","580700670678.415","647872456883.35","683129004022.834","676805764502.929","669728831074.018","713187205161.613","759123536838.027","783061756161.729","",
"Croatia","HRV","GDP (current US$)","NY.GDP.MKTP.CD","21633671680.8738","23054778851.2787","26813968850.5192","34682900712.6654","41587470546.7946","45376744001.8044","50423077102.0764","60073426976.5069","70234425974.0453","62600093958.9538","59918313669.1671","62537851352.4904","56580819623.8529","58194069434.1423","57639588805.5871","49525747503.8149","51601147665.8089","55481644098.0495","61375222347.0256","60752588976.3175","",
"Haiti","HTI","GDP (current US$)","NY.GDP.MKTP.CD","6868666119.64488","6364908099.76038","6106867933.51625","5000238128.66769","6005401729.71229","7049954288.93905","7408787819.1302","9315973989.16572","10386485527.8494","11269821158.975","11661585823.2282","13008748131.675","13708931889.7884","14498080022.6317","14790765759.5274","14857386163.9184","13723267960.8434","14213814582.7938","15965670198.4548","14332163266.3977","",
"Hungary","HUN","GDP (current US$)","NY.GDP.MKTP.CD","47218405892.4258","53749989092.0197","67608919144.3684","85302003908.042","103960017914.058","112980947728.383","115577256523.599","139966001509.592","158136326477.965","130760312876.683","131916516051.985","141759722464.002","128475498380.379","135411698965.109","140765018880.633","125074286021.14","128470534117.954","142961605733.026","160418835850.907","163469042867.956","",
"IBRD only","IBD","GDP (current US$)","NY.GDP.MKTP.CD","5811794725423.67","5897138633075.86","5989579907539.88","6744327167763.42","8028177591623.03","9600200128533.74","11384903698457.2","14151713028352","16994597688249.9","16486399279166.9","20019039739130","23645033386793.8","25140839772231","26561030339655.5","27475647429348","25950065325005.5","26153434029171.9","28864183920440.6","30807716110874.3","31604112806477.3","",
"IDA & IBRD total","IBT","GDP (current US$)","NY.GDP.MKTP.CD","6282095000587.45","6362527862651.22","6490034064388.08","7306342782867.61","8686614671986.45","10365565795124.7","12305785784593.2","15231370479927","18288688816469.4","17759470414920.7","21483723192036.1","25307796387400.4","26931505224687.8","28527413148525.7","29578253145897.4","28039830398545.9","28183036024025.6","30964942653522.8","33032316632670.9","33917225227399.2","",
"IDA total","IDA","GDP (current US$)","NY.GDP.MKTP.CD","472835273132.422","467693968656.869","503419191734.451","565332194358.254","662229587466.483","769482461874.839","926015806840.976","1084802509988.83","1300131198880.77","1279723664535.54","1469119672665.18","1664987161326.89","1794078345206.92","1973428801628.54","2112917151582.24","2102314112248.16","2039741254149.59","2107387269941.84","2231098324742.68","2320313648145.49","",
"IDA blend","IDB","GDP (current US$)","NY.GDP.MKTP.CD","206220309154.059","205812503835.251","227250101496.275","255051877153.839","310739206919.431","371637039069.264","465384285717.401","536928460701.608","636082441232.066","596416476067.594","700031820002.652","804396356884.61","889578509972.167","965837023753.578","1036701798768.23","999758125096.092","931080758172.088","922589446187.657","964268064192.791","991547520067.22","",
"Indonesia","IDN","GDP (current US$)","NY.GDP.MKTP.CD","165021012077.81","160446947784.909","195660611165.183","234772463823.808","256836875295.452","285868618224.017","364570514304.85","432216737774.861","510228634992.258","539580085612.401","755094160363.071","892969107923.094","917869910105.749","912524136718.018","890814755233.225","860854235065.079","931877364177.742","1015618742565.81","1042240309412.58","1119190780752.8","",
"IDA only","IDX","GDP (current US$)","NY.GDP.MKTP.CD","265070796314.102","260269681998.659","274173001670.477","308043102387.987","348513382668.846","394071631122.279","455549929998.362","542166854768.275","658065149649.053","680042887754.688","763982967227.135","853829332625.355","895130563808.955","998443037641.442","1066194850212.59","1095337766619.45","1105541093456.11","1185503744780.45","1268823087329.56","1331970889524.39","",
"Isle of Man","IMN","GDP (current US$)","NY.GDP.MKTP.CD","1563667799.61578","1659131243.73837","1947332921.74718","2328658227.8481","2822358473.16983","3032400000","3422651333.94664","4466100440.17607","5928420955.88235","5487083657.89064","5920177688.50433","6566098381.6696","6690725118.48341","7000748788.49461","7708834951.45631","7085288006.11154","6846691871.45558","6979581724.58172","7491969312.87525","","",
"India","IND","GDP (current US$)","NY.GDP.MKTP.CD","468394937262.37","485441014538.638","514937948870.08","607699285433.872","709148514804.659","820381595512.902","940259888792.141","1216735441524.86","1198895582137.51","1341886602798.69","1675615335600.56","1823050405350.42","1827637859135.7","1856722121394.53","2039127446298.55","2103587817041.78","2294797978291.98","2652754685834.59","2713165057513.35","2868929415617.02","",
"Not classified","INX","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP (current US$)","NY.GDP.MKTP.CD","99852958356.3663","109135253691.275","127949874835.31","164284689616.253","193870692823.442","211649034945.902","232083467569.941","269917942786.751","275038895561.74","236316405946.096","222148757577.891","237472361733.546","224999484361.826","238543539440.554","258471884599.611","291499812214.551","300523297823.576","335663113507.851","382674360648.245","388698711348.156","",
"Iran, Islamic Rep.","IRN","GDP (current US$)","NY.GDP.MKTP.CD","109591707802.233","126878750295.962","128626917503.72","153544751395.43","190043433964.841","226452138291.542","266298911661.144","349881601458.56","412336172446.849","416397025729.361","486807615326.147","580764902917.439","598868460912.847","460293149324.326","432687036177.818","384951479697.42","417983583565.54","445345256459.105","453996479250.212","","",
"Iraq","IRQ","GDP (current US$)","NY.GDP.MKTP.CD","","","","","36627901762.063","49954890353.2609","65140293687.5395","88840050497.0957","131613661510.475","111660855042.735","138461538461.538","185470085470.085","217807625616.475","234648370497.427","234648370506.003","177498577312.923","174896224010.152","195473049873.096","224228010473.773","234094042938.917","",
"Iceland","ISL","GDP (current US$)","NY.GDP.MKTP.CD","9003639602.62542","8205357404.59802","9294652008.41791","11414055065.2466","13834750404.9624","16812530830.3841","17216420304.9302","21514962938.1001","17905251722.895","13164652470.4299","13683689692.6583","15158548262.7723","14724078148.3168","16033517403.2062","17758050015.5425","17389101639.0017","20618363251.6229","24488176540.5908","25737594324.022","24188038473.5438","",
"Israel","ISR","GDP (current US$)","NY.GDP.MKTP.CD","132343042699.826","130756336638.372","121123828570.222","126965980105.839","135477431950.022","142528909909.308","154034316621.033","178959188676.03","216105164994.426","207468170790.631","233995676087.698","261468634287.095","257180147032.142","292636164056.027","309558454690.917","299813121135.458","318950599043.544","353253406982.751","370587977125.732","394652210295.849","",
"Italy","ITA","GDP (current US$)","NY.GDP.MKTP.CD","1143829832319.88","1167012796420.58","1270712309429.7","1574145823927.77","1803226967966.23","1857524312896.41","1947919708944.93","2210292636189.43","2398856598798.89","2191241872742.43","2134017843247.16","2291991045770.29","2087077032435.15","2141315327318.21","2159133919743.77","1835899237320.04","1875797463583.87","1961796197354.36","2091544955092.31","2003576145498.04","",
"Jamaica","JAM","GDP (current US$)","NY.GDP.MKTP.CD","8985352831.94058","9194717835.99985","9719017925.92929","9430230564.4699","10174664853.9476","11243868485.7428","11930171468.3796","12799593017.7101","13709402085.3206","12120460872.8003","13220556882.7046","14444655299.8772","14807086889.2099","14262589157.7413","13897804560.3487","14187696311.3556","14075894320.3166","14806340821.0871","15713908816.1463","16458071067.8176","",
"Jordan","JOR","GDP (current US$)","NY.GDP.MKTP.CD","8460424400.56418","8975689844.8519","9582453032.44006","10195660789.8449","11411390409.0268","12588665303.244","15056929760.2257","17110587447.1086","22657662394.9553","24537876123.688","27133804244.3669","29524149164.8994","31634561670.4356","34454440180.6582","36847643587.2383","38587017944.3352","39892551148.8301","41408960786.8028","42932112676.0563","44502895861.6837","",
"Japan","JPN","GDP (current US$)","NY.GDP.MKTP.CD","4887519660744.86","4303544259842.72","4115116279069.77","4445658071221.86","4815148854362.11","4755410630912.14","4530377224970.4","4515264514430.57","5037908465114.48","5231382674593.7","5700098114744.41","6157459594823.72","6203213121334.12","5155717056270.83","4850413536037.84","4389475622588.97","4922538141454.62","4866864409657.68","4954806619995.19","5081769542379.77","",
"Kazakhstan","KAZ","GDP (current US$)","NY.GDP.MKTP.CD","18291990619.137","22152694161.8882","24636593223.3467","30833699702.7594","43151647002.6096","57123671733.8952","81003884545.4099","104849886825.584","133441612246.798","115308661142.927","148047348240.643","192626507971.584","207998568865.789","236634552078.102","221415572819.5","184388432148.715","137278320084.171","166805800595.704","179339994859.384","181665908556.499","",
"Kenya","KEN","GDP (current US$)","NY.GDP.MKTP.CD","12705357103.0056","12986007425.8781","13147743910.7241","14904517649.8476","16095337093.8366","18737897744.7948","25825524820.8064","31958195182.2406","35895153327.8497","37021512048.8158","40000088346.8041","41953433591.4101","50412754861.0191","55096728047.9408","61448046801.6041","64007750169.3344","69188755364.2995","78965004656.1823","87778582964.1388","95503088538.092","",
"Kyrgyz Republic","KGZ","GDP (current US$)","NY.GDP.MKTP.CD","1369688498.06778","1525116370.27939","1605643104.73021","1919008090.49641","2211534585.0034","2460248026.17783","2834168889.42019","3802566170.81543","5139957784.91084","4690062255.12247","4794357795.07139","6197766118.59856","6605139933.41063","7335027591.91628","7468096566.71158","6678178340.45121","6813092065.83507","7702934800.12836","8271108638.39931","8454619607.81795","",
"Cambodia","KHM","GDP (current US$)","NY.GDP.MKTP.CD","3677897739.07628","3984000517.02345","4284028482.53766","4658246918.27092","5337833248.03924","6293046161.83262","7274595706.67154","8639235842.18075","10351914093.1723","10401851850.6108","11242275198.9783","12829541141.0127","14054443213.4639","15227991395.2201","16702610842.4025","18049954289.4229","20016747754.0192","22177200511.5811","24571753583.4922","27089389786.979","",
"Kiribati","KIR","GDP (current US$)","NY.GDP.MKTP.CD","67254174.3970315","63101272.3699183","72196457.6768445","90231856.8000519","102367039.270481","112133944.253532","110234939.759036","132671742.950381","141042610.300285","132420059.273124","156120895.248578","181705002.578649","190243321.598675","185113921.606488","179703443.302686","171117872.436331","178328873.030033","187276210.91355","196737895.995218","194647201.946472","",
"St. Kitts and Nevis","KNA","GDP (current US$)","NY.GDP.MKTP.CD","421473325.177029","458643829.014199","481077373.669966","469869869.86987","506900000","547203703.703704","644411111.111111","689285185.185185","751233333.333333","747862962.962963","760170370.37037","817759259.259259","800414814.814815","839774074.074074","916566666.666667","923155555.555555","971166666.666667","996944444.444444","1010822222.22222","1053244444.44444","",
"Korea, Rep.","KOR","GDP (current US$)","NY.GDP.MKTP.CD","576178114168.494","547658231279.87","627246081417.004","702717332012.991","793175007858.066","934901071332.984","1053216909887.56","1172614086539.86","1047339010225.25","943941876218.743","1144066965324.49","1253223044718.99","1278427634342.59","1370795199976.18","1484318219633.63","1465773245547.15","1500111596236.37","1623901496835.79","1724845615629.26","1646739219509.89","",
"Kuwait","KWT","GDP (current US$)","NY.GDP.MKTP.CD","37712842242.5033","34887512226.9319","38137545245.1464","47876510067.1141","59439090600.6108","80798630136.9863","101548931771.192","114639690358.902","147395089285.714","105963168867.269","115419399860.433","154068115942.029","174070382279.385","174161142454.161","162631412508.784","114567298105.683","109419728566.7","120707220573.689","140645364238.411","134628542746.97","",
"Latin America & Caribbean (excluding high income)","LAC","GDP (current US$)","NY.GDP.MKTP.CD","2085517971693.78","2036341753827.21","1811639610804.86","1843492150629.99","2120975948393.17","2577944615284.02","3026668201068.38","3590490310643.33","4203544104126.59","3939461786129.44","4911339906677.79","5592263150707.69","5629206749772","5755372416436.77","5891055018081.22","5006910615827.8","4865726916709.88","5425412038876.07","5226072829129.24","5149595087470.17","",
"Lao PDR","LAO","GDP (current US$)","NY.GDP.MKTP.CD","1731198022.45494","1768619058.34647","1758176653.07746","2023324407.30316","2366398119.8821","2735558726.25625","3452882514.00166","4222962987.53859","5443915120.50795","5832915387.08908","7127792629.58294","8749241114.18913","10191350119.6808","11942230508.334","13268458231.9284","14390442307.3996","15805692545.8723","16853087485.4118","17953786416.1431","18173839147.4011","",
"Lebanon","LBN","GDP (current US$)","NY.GDP.MKTP.CD","17260364842.4544","17649751243.7811","19152238805.9701","20082918739.6352","21159827992.0398","21497336498.9718","22022709851.5423","24827355014.66","29118916105.6053","35399582928.6236","38443907042.3217","39927125961.194","44035991745.6716","46909335135.1244","48134486624.6103","49939374832.7031","51205122503.8143","53140638269.1211","54961275741.5589","51991634491.6345","",
"Liberia","LBR","GDP (current US$)","NY.GDP.MKTP.CD","874000000","906000000","927000000","748000000","897000000","949000000","1119000000","1373000000","1726000000","1768000000","1998000000","2398000000","2721000000","3067000000","3144000000","3177000000","3277826000","3285455000","3264000000","3070518100","",
"Libya","LBY","GDP (current US$)","NY.GDP.MKTP.CD","38270206950.41","34110064452.1567","20481889763.7795","26265625000","33122307692.3077","47334148578.4164","54961936662.6066","67516236337.7158","87140405361.2292","63028320702.0343","74773444900.5368","34699395523.6073","81873662518.8238","65502870173.7831","41142722414.3351","27842131479.8726","26197143268.1243","37883243650.452","52607888717.9487","52091152228.3425","",
"St. Lucia","LCA","GDP (current US$)","NY.GDP.MKTP.CD","932592592.592592","892592592.592592","900000000","987407407.407407","1066666666.66667","1135555555.55556","1268319185.18519","1336088814.81481","1437731111.11111","1401507888.88889","1486758037.03704","1576988407.40741","1605146777.77778","1664816740.74074","1755130814.81481","1808079888.88889","1865375222.22222","1999090407.40741","2065875074.07407","2122450629.62963","",
"Latin America & Caribbean","LCN","GDP (current US$)","NY.GDP.MKTP.CD","2292220469358.9","2242700700406.38","2012306670482.38","2055238630020.83","2368622220842.41","2864002665324.93","3356729611331.06","3954478955474.62","4595388632453.76","4319275616145.62","5354420958073.68","6087457540728.09","6150616417221.48","6301890298662.8","6425251637774.58","5529111180660.86","5398482890244.68","5995428836310.14","5823558182037.59","5733773582151.17","",
"Least developed countries: UN classification","LDC","GDP (current US$)","NY.GDP.MKTP.CD","219132860723.567","209370293882.634","226976087239.468","256797044263.815","293986400780.131","344774972798.951","401743966639.456","481395417154.146","596680400396.417","601299301782.145","682180586432.274","778767083261.872","826383452265.823","901616161230.403","974055229893.728","966458681284.516","950657771886.428","1033422643377.55","1073440853752.05","1115238042585.36","",
"Low income","LIC","GDP (current US$)","NY.GDP.MKTP.CD","134080779174.634","125540284955.349","134731428249.519","147236910549.868","170965909878.311","200023550434.095","233739998313.926","286016615852.049","347032972247.963","357688369809.849","392094800909.486","427682679501.269","449651881090.356","492863774345.99","527424451180.531","533734870124.469","488936926500.77","503283508816.823","518428827997.3","541511926907.273","",
"Liechtenstein","LIE","GDP (current US$)","NY.GDP.MKTP.CD","2483953102.79488","2491822706.80256","2688630822.53304","3070691319.52179","3454362685.96703","3659251525.8593","4000239272.61126","4601299566.81106","5081432924.0144","4504549214.22663","5082366478.08994","5739977477.47748","5456009384.66461","6391735893.83968","6657170923.37918","6268391521.19701","6237264055.20601","6552858738.70214","6876981286.43011","","",
"Sri Lanka","LKA","GDP (current US$)","NY.GDP.MKTP.CD","16330814179.9766","15749753804.8344","16536535647.0834","18881765437.2151","20662525941.2985","24405791044.7761","28279814924.5918","32350248410.8216","40713812309.7316","42066217871.5349","56725749221.9043","65292753005.4665","68434409315.1123","74317806538.3632","79356449840.5771","80604080688.5775","82401038709.5356","87428125557.573","88425889592.1519","84008783756.068","",
"Lower middle income","LMC","GDP (current US$)","NY.GDP.MKTP.CD","1219872747378.81","1239154485516.69","1308783882022.83","1492456156757.32","1732763270317.72","2021662446289.12","2377076124512.06","2912589317383.04","3262222131308.98","3291529478531.37","3931119157586.88","4422887680134.85","4668067570340.34","4918038585627.84","5226217431859.36","5182268735537.23","5360983734802.03","5768755648290.69","6007305623255.79","6334933300545.64","",
"Low & middle income","LMY","GDP (current US$)","NY.GDP.MKTP.CD","5962901993726.63","6028839393057.91","6147806847111.28","6920691311799.27","8213869482219.76","9788918474528.64","11634610895265.3","14391446813522.7","17275080953606.1","16903708460484.4","20544018356783.8","24257492259031.4","25911940008002.9","27445087282780.4","28483329039856","27066524748193.7","27200380589510.3","29869835182245.5","31817960829724.9","32709070487543","",
"Lesotho","LSO","GDP (current US$)","NY.GDP.MKTP.CD","887295267.875155","825706961.238689","775780697.676625","1157832934.55127","1511236655.52047","1682350934.85132","1800105589.60349","1716262753.00196","1758534994.91599","1773199523.2307","2269525779.39288","2622336147.88082","2526185314.17438","2421470018.23985","2499803984.26198","2372280102.51667","2165408359.1668","2405289384.40985","2575892261.54044","2376328637.26318","",
"Late-demographic dividend","LTE","GDP (current US$)","NY.GDP.MKTP.CD","3403054685730.95","3517448174009.33","3726385884789.05","4246948061198.5","5106203685812.68","6163706885030.23","7439481720776.01","9373016827175.37","11652615329009.1","11261250039616.7","13506370201602.5","16458769415923.9","17607169172335.6","18977342818570.6","19698463710450.9","18471432307959.4","18516557706974.8","20547417514605.1","22508844559569","22983532467508.6","",
"Lithuania","LTU","GDP (current US$)","NY.GDP.MKTP.CD","11524776866.6379","12237388001.7264","14259781159.0119","18781721376.1985","22627507451.5648","26097677571.8373","30183575103.5262","39697891351.9431","47797551587.8823","37388122046.1496","37138464732.9838","43582248869.6143","42943442157.7701","46514471181.9327","48574531941.9167","41418872976.1196","43018087237.5741","47758736931.7801","53722883091.3513","54627411860.4705","",
"Luxembourg","LUX","GDP (current US$)","NY.GDP.MKTP.CD","21263514833.2412","21272418791.9463","23616328816.1114","29557325056.4334","34685281847.5292","37347394602.6614","42414308116.9239","50888134410.0739","55849686538.7432","51370543206.4462","53212476812.2957","60004630234.4135","56677961787.0717","61739352212.3049","66103853236.7572","57744457954.7297","60691483443.1221","64181944722.7283","70919958015.5247","71104919108.1411","",
"Latvia","LVA","GDP (current US$)","NY.GDP.MKTP.CD","7949253765.93279","8351415939.10902","9545172805.82083","11749456401.4266","14401882398.8552","16959313005.6005","21517445447.705","31004884420.7359","35756225697.9974","26317286627.7453","23877564355.9904","28619991391.7457","28330632928.5559","30432796305.7043","31329367172.7409","27239653843.5022","28052325862.0461","30458763245.5118","34416012859.1866","34102913582.4235","",
